id,address,city,company_name,contact_name,employee,fax_number,gender,major_division_description,phone,state,sales,sic_2_code_description,sic_4_code,category,title,url,mon_from,mon_to,tue_from,tue_to,wed_from,wed_to,thu_from,thu_to,fri_from,fri_to,sat_from,sat_to,sun_from,sun_to,zip_code,longitude,latitude
1408,"Rr 1","Fox hill","Kens Transport Ltd",,,,,"Transportation, Communications, Electric, Gas, An",,"NB",,"Motor Freight Transportation","4213","Trucking, except local",,,,,,,,,,,,,,,,,"E0E1P0","-65.563581","45.682510"
1409,"3407 north tetagouche rd","North tetagouche","Enseignes Guignard Signs","Donald Guignard","1 to 4",,"M","Manufacturing","5065465885","NB","Less than $500,000","Miscellaneous Manufacturing Industries","3993","Signs and advertising specialties","Owner",,,,,,,,,,,,,,,,"E2A5B6","-65.791062","47.633420"
1410,"1 hampton rd","Rothesay","Hercules Canada","Phil Millard",,,,"Wholesale Trade","5068472348","NB",,"Wholesale Trade - Nondurable Goods","5169","Chemicals and allied products, nec","Manager",,,,,,,,,,,,,,,,"E2E5K8","-65.996136","45.388502"
1411,"189 lilloett dr","Chipman","Hawk Bed & Breakfast",,"7",,,"Services","5063395396","NB","750000","Hotels, Rooming Houses, Camps, and Other Lodging","7011","Hotels and motels",,,,,,,,,,,,,,,,,"E4A1W1","-65.889532","46.198650"
1412,"8962 route 3","Old ridge","United Pentecostal Chapel","E Mckeen","1 to 4",,"M","Services","5064666180","NB",,"Membership Organizations","8661","Religious organizations","Religious Leader",,,,,,,,,,,,,,,,"E3L4W5","-67.285089","45.242174"
1413,"800-860 main st","Moncton","Manulife Financial",,"3",,,"Finance, Insurance, And Real Estate","5068578770","NB","1500000","Insurance Agents, Brokers and Service","6411","Insurance agents, brokers, and service",,,,,,,,,,,,,,,,,"E1C1G2","-64.779089","46.088184"
1414,"281 montague st","St andrews","Maritime Mariculture Inc","David Raymond","5 to 9","5065293803","M","Agriculture, Forestry, And Fishing","5065293902","NB","Less than $500,000","Agricultural Production - Livestock and Animal Spe","273","Animal aquaculture","President",,,,,,,,,,,,,,,,"E5B1J9","-67.048577","45.073710"
1415,"278 juniper rd","Juniper","Valley Buy & Sell","Carol Shaw","1 to 4",,"F","Services","5062465318","NB","Less than $500,000","Business Services","7313","Radio, television, publisher representatives","President",,,,,,,,,,,,,,,,"E7L1H2","-67.201131","46.547315"
1416,"Gd","Doaktown","Kevin Betts",,,,,"Retail Trade",,"NB",,"Eating and Drinking Places","5812","Eating places",,,,,,,,,,,,,,,,,"E0C1G0","-66.094856","46.521538"
1417,"372 william st","Dalhousie","Auto Plus","Wanda Allen","5 to 9",,"F","Retail Trade","5066843331","NB","$1 to 2.5 million","Automotive Dealers and Gasoline Service Stations","5531","Auto and home supply stores","Owner",,,,,,,,,,,,,,,,"E8C2X1","-66.379351","48.066308"
1418,"358 king st #304","Fredericton","Association Of Nb Land Srvyrs","Steven Hartley","1 to 4","5064588267","M","Services","5064588266","NB",,"Membership Organizations","8611","Business associations","Executive Director",,,,,,,,,,,,,,,,"E3B1E3","-66.646025","45.962938"
1419,"124 prince william st","Saint john","Aquila Tours Inc","Beth Kelly","5 to 9","5066580969","F","Transportation, Communications, Electric, Gas, An","5066331224","NB","$500,000 to $1 million","Transportation Services","4724","Travel agencies","Owner",,,,,,,,,,,,,,,,"E2L2B6","-66.061638","45.270562"
1420,"418 william st","Dalhousie","Downtown Kitchen","Don Mc Intosh","10 to 19",,"M","Retail Trade","5066841101","NB","$500,000 to $1 million","Eating and Drinking Places","5812","Eating places","Owner",,,,,,,,,,,,,,,,"E8C2X2","-66.387410","48.053975"
1421,"370 newcastle blvd","Miramichi","St Mary's Roman Catholic","Douglas Mc Neill","5 to 9","5066225726","M","Services","5066225720","NB",,"Membership Organizations","8661","Religious organizations","Religious Leader",,,,,,,,,,,,,,,,"E1V2J9","-65.568731","47.005415"
1422,"560 front mountain rd","Moncton","Hillside View Seniors Special","Charles Ward","5 to 9",,"M","Services","5063883018","NB","Less than $500,000","Health Services","8059","Nursing and personal care, nec","Owner",,,,,,,,,,,,,,,,"E1G3H3","-64.889983","46.142004"
1423,"Pl restigouche","Saint-quentin","Bijouterie Elegance Inc",,"1 to 4",,,"Retail Trade","5062353001","NB","$500,000 to $1 million","Miscellaneous Retail","5944","Jewelry stores",,,,,,,,,,,,,,,,,,\N,\N
1424,"241 boul j d gauthier","Shippagan","Vetement O Bon Prix","Gilles Robichaud",,,,"Retail Trade","5063369784","NB",,"Apparel and Accessory Stores","5621","Women's clothing stores","Owner",,,,,,,,,,,,,,,,"E8S1N3","-64.722522","47.744061"
1425,"288 rue victoria","Edmundston","Gilles Cormier Elect Inc","Gilles Cormier","1 to 4","5067353130","M","Construction","5067397373","NB","$500,000 to $1 million","Construction - Special Trade Contractors","1731","Electrical work","Owner",,,,,,,,,,,,,,,,"E3V2H9","-68.329543","47.374808"
1426,"445 st-pierre blvd w","Caraquet","Vision Communication",,"5 to 9",,,"Transportation, Communications, Electric, Gas, An","5067266345","NB","$2.5 to 5 million","Communications","4812","Radiotelephone communication",,,,,,,,,,,,,,,,,"E1W1A3","-64.987034","47.771988"
1427,"238 speerville rd","Speerville","Acott Construction Ltd","Gordon Acott","20 to 49","5062776520","M","Construction","5065752829","NB","$5 to 10 million","Heavy Cnstrctn, Except Building Construction - Co","1611","Highway and street construction","Owner",,,,,,,,,,,,,,,,"E7N2R8","-67.629289","46.046651"
1428,"Limestone siding","Dsl de grand-sault/f","St Patrick's Church","Curtis Satter","1 to 4","5064737109","M","Services","5064733003","NB",,"Membership Organizations","8661","Religious organizations","Religious Leader",,,,,,,,,,,,,,,,,\N,\N
1429,"111 hawthorne ave","Saint john","Rose, Susan","Susan Rose","1 to 4","5066930602","F","Services","5066930602","NB","Less than $500,000","Health Services","8049","Offices of health practitioner",,,,,,,,,,,,,,,,,"E2K3S7","-66.064890","45.284019"
1430,"Durant dr","Grand manan","Anglican Rectory","Howard Anningson","1 to 4",,"M","Services","5066628232","NB",,"Membership Organizations","8661","Religious organizations","Religious Leader",,,,,,,,,,,,,,,,,\N,\N
1431,"155 macnaughton ave","Moncton","C P Express & Transport",,,,,"Transportation, Communications, Electric, Gas, An",,"NB",,"Motor Freight Transportation","4212","Local trucking, without storage",,,,,,,,,,,,,,,,,"E1C8J8","-64.837223","46.149763"
1432,"860 prospect st","Fredericton","United General Insurance","Sandy Morrison","10 to 19","5064530882","M","Services","5064595120","NB",,"Membership Organizations","8611","Business associations","President",,,,,,,,,,,,,,,,"E3B2T8","-66.673116","45.943922"
1433,"1234 mountain rd unit c10","Moncton","Literacy Council","M. Bungay","7",,,"Services","5068599587","NB",,"Social Services","8322","Individual and family services","Manager",,,,,,,,,,,,,,,,"E1C8H9","-64.829699","46.109533"
1434,"440 king st #408","Fredericton","Kings Place Mall","Steve Mc Alinden","10 to 19","5064585540","M","Finance, Insurance, And Real Estate","5064588395","NB","$2.5 to 5 million","Real Estate","6512","Nonresidential building operators","Manager",,,,,,,,,,,,,,,,"E3B5H8","-66.646701","45.957934"
1435,"14-138 main st","Sussex","Jumbo Video","Heather Carter","7",,,"Services","5064336684","NB","500000","Motion Pictures","7841","Video tape rental","Manager",,,,,,,,,,,,,,,,"E4E3E1","-65.528742","45.724874"
1436,"503 queen st","Fredericton","Centre For Coaching Education","Pierre Turmel","1 to 4",,"M","Services","5064443888","NB",,"Membership Organizations","8611","Business associations","Manager",,,,,,,,,,,,,,,,"E3B1B8","-66.640306","45.961666"
1437,"19 dow st","St stephen","Calhoun, Calvin D","Calvin Calhoun","1 to 4",,"M","Construction","5064661356","NB","Less than $500,000","Construction - Special Trade Contractors","1731","Electrical work",,,,,,,,,,,,,,,,,"E3L1R4","-67.290290","45.192878"
1438,"20 hillcourt dr","Fredericton","Doherty, Harold L","Harold Doherty","1 to 4",,"M","Services","5064548400","NB","$500,000 to $1 million","Legal Services","8111","Legal services",,,,,,,,,,,,,,,,,"E3A1S1","-66.652918","45.977121"
1439,"119 colonial heights hts","Fredericton","Peter Dykeman",,,,,"Services",,"NB",,"Legal Services","8111","Legal services",,,,,,,,,,,,,,,,,"E3B5M2","-66.677378","45.959446"
1440,"74 water st","Campbellton","Cknb-Am","David Montgomery",,"5067899505",,"Transportation, Communications, Electric, Gas, An","5067534415","NB",,"Communications","4832","Radio broadcasting stations","Manager",,,,,,,,,,,,,,,,"E3N3G7","-66.685168","47.999937"
1441,"1330 ch tobique #b","Drummond","Depanneur Restaurant Bahou","Laurel Michaud","1 to 4",,"F","Retail Trade","5064731873","NB","Less than $500,000","Eating and Drinking Places","5812","Eating places","Owner",,,,,,,,,,,,,,,,"E3Y2N7","-67.687786","47.038006"
1442,"48 hatheway cres #2","Saint john","Harbour Petroleum","Carole Mac Leod","5 to 9","5066589327","F","Wholesale Trade","5066589320","NB","$20 to 50 million","Wholesale Trade - Nondurable Goods","5172","Petroleum product wholesalers,except bulk station","Manager",,,,,,,,,,,,,,,,"E2M5V3","-66.111418","45.246165"
1443,"860 front mountain rd","Moncton","Magnetic Hill Winery & Farm","Janet Everett",,"5068527887",,"Manufacturing","5063849463","NB",,"Food and Kindred Products","2084","Wines, brandy, and brandy spirits","Owner",,,,,,,,,,,,,,,,"E1G3H3","-64.889983","46.142004"
1444,"1 golden grove rd","Saint john","Three Mile Billiards","Peter Bardsley","10 to 19",,"M","Services","5066427665","NB","$500,000 to $1 million","Amusement and Recreation Services","7997","Membership sports and recreation clubs","Owner",,,,,,,,,,,,,,,,"E2H1W4","-66.025074","45.313580"
1445,"633 main st, ste 650","Moncton","Spherion Staffing Solutions",,,"5068545826",,"Services","5063897898","NB","421000","Business Services","7361","Employment agencies",,,,,,,,,,,,,,,,,"E1C9X9","-64.774239","46.089226"
1446,"128 rue du portage","Caraquet","Jalbert Hebert Svc D'appai","Jalbert Hebert","1 to 4",,"M","Retail Trade","5067276834","NB","Less than $500,000","Home Furniture, Furnishings and Equipment Stores","5722","Household appliance stores","Owner",,,,,,,,,,,,,,,,"E1W1A8","-64.934711","47.785928"
1447,"202-89 canterbury st","Saint john","Pinchin Le Blanc Environmental","Jeremy Donovan","3",,,"Services","5066331466","NB","926000","Engineering, Accounting, Research, Management & R","8731","Commercial physical research","Manager",,,,,,,,,,,,,,,,"E2L2C7","-66.060884","45.271338"
1448,"131 rue pleasant","Grand-sault/grand fa","Services De Sante Mentale Comm",,"10 to 19","5064752452",,"Services","5064752440","NB","$1 to 2.5 million","Health Services","8063","Psychiatric hospitals",,,,,,,,,,,,,,,,,"E3Z1G6","-67.743137","47.046104"
1449,"318 brunswick st","Fredericton","Avalon Spa","Peggy Jewett","15","5064501280",,"Services","5064588816","NB","1086000","Personal Services","7231","Beauty shops","Owner",,,,,,,,,,,,,,,,"E3B1H1","-66.645945","45.961509"
1450,"81 fallsview ave","Saint john","Fairville Bottle Exchange","Percy Blizzard","1 to 4",,"M","Wholesale Trade","5066523676","NB","$1 to 2.5 million","Wholesale Trade - Durable Goods","5093","Scrap and waste materials","Owner",,,,,,,,,,,,,,,,,\N,\N
1451,"580 main st","Saint john","Cooke's Aquaculture","Glenn Cooke","5 to 9",,"M","Agriculture, Forestry, And Fishing","5066941380","NB","Less than $500,000","Agricultural Production - Livestock and Animal Spe","273","Animal aquaculture","Owner",,,,,,,,,,,,,,,,"E2K1J5","-66.072414","45.276060"
1452,"814 main st #204","Moncton","Federation Canadienne De","Stephane Robichaud","1 to 4",,"M","Services","5068552526","NB",,"Membership Organizations","8611","Business associations","Executive Director",,,,,,,,,,,,,,,,"E1C1E6","-64.777564","46.088429"
1453,"7386 lepreau village rd","Lepreau","Pizza Shack","Mark Vautour","10 to 19","5066599000","M","Retail Trade","5066599000","NB","$500,000 to $1 million","Eating and Drinking Places","5812","Eating places","Manager",,,,,,,,,,,,,,,,"E5J1L5","-66.454816","45.181534"
1454,"2122 mailhot ave","Moncton","Elegant Style","Julie Senecal","1 to 4",,"F","Services","5063842943","NB","Less than $500,000","Personal Services","7231","Beauty shops","Manager",,,,,,,,,,,,,,,,,\N,\N
1455,"9 broad st","Sussex","Bank Of Montreal","Gordon Phillips","5 to 9","5064321017","M","Finance, Insurance, And Real Estate","5064321920","NB","$2.5 to 5 million","Depository Institutions","6021","National commercial banks","Manager",,,,,,,,,,,,,,,,"E4E2J7","-65.511126","45.723313"
1456,"300-272 st. george st","Moncton","Central Hanger","Dick Carpenter","40","5068530510",,"Transportation, Communications, Electric, Gas, An","5068531918","NB","9368000","Transportation by Air","4581","Airports, flying fields, and services","Owner",,,,,,,,,,,,,,,,"E1C1W6","-64.784683","46.090764"
1457,"112 35e av","Edmundston","Mercure, Rachel","Rachel Mercure","5 to 9","5067395958","F","Services","5067395950","NB","Less than $500,000","Health Services","8049","Offices of health practitioner",,,,,,,,,,,,,,,,,"E3V2V3","-68.321148","47.372958"
1458,"73 broad st","Sussex","Eastwind Cycle","Peter Williams","1 to 4","5064336439","M","Services","5064336439","NB","Less than $500,000","Amusement and Recreation Services","7999","Amusement and recreation, nec","Owner",,,,,,,,,,,,,,,,"E4E2J7","-65.511126","45.723313"
1459,"55 main st","Lorne","Co-Operators Insurance","Gisele Basque","1 to 4","5063445027","F","Finance, Insurance, And Real Estate","5063442237","NB","$500,000 to $1 million","Insurance Agents, Brokers and Service","6411","Insurance agents, brokers, and service","Manager",,,,,,,,,,,,,,,,"E8G1K6","-66.099921","47.866549"
1460,"489 av acadie","Dieppe","Atlantic Alarm & Sound Inc","Louis Bourgeois","10 to 19","5068535191","M","Wholesale Trade","5068539315","NB","$10 to 20 million","Wholesale Trade - Durable Goods","5063","Electrical apparatus and equipment","Owner",,,,,,,,,,,,,,,,"E1A1H7","-64.753051","46.096972"
1461,"2646 route 175","Irishtown","Classic Memorials Inc",,,,,"Wholesale Trade","5063843184","NB",,"Wholesale Trade - Durable Goods","5099","Durable goods, nec",,,,,,,,,,,,,,,,,"E1H2M7","-64.777381","46.159514"
1462,"1910 king ave","Bathurst","Green Thumb Landscaping Ltd","David Ducet","5 to 9","5065488895","M","Agriculture, Forestry, And Fishing","5065469152","NB","$500,000 to $1 million","Agricultural Services","782","Lawn and garden services","Owner",,,,,,,,,,,,,,,,"E2A6N4","-65.656757","47.598423"
1463,"288 union st","Fredericton","Lamrock, Kelly","Kelly Lamrock",,,,"Public Administration","5064444648","NB",,"Executive, Legislative & General Government, Exce","9121","Legislative bodies",,,,,,,,,,,,,,,,,"E3A1E5","-66.643517","45.974439"
1464,"395 connell st","Woodstock","Standard Glass","Randy Wilkinson","1 to 4",,"M","Retail Trade","5063289906","NB","$500,000 to $1 million","Building Matrials, Hrdwr, Garden Supply & Mobile","5231","Paint, glass, and wallpaper stores","Manager",,,,,,,,,,,,,,,,"E7M5G5","-67.598600","46.168282"
1465,"935 route 395","Anfield","Henco Transportation Ltd.","Reta Lafrance","7",,,"Transportation, Communications, Electric, Gas, An","5063568621","NB","1500000","Motor Freight Transportation","4213","Trucking, except local","Manager",,,,,,,,,,,,,,,,"E7G3V4","-67.514718","46.927700"
1466,"499 paul st","Dieppe","Crystal Palace Cinemas","Jon Perkins","10 to 19","5068552114","M","Services","5068538433","NB","$1 to 2.5 million","Motion Pictures","7832","Motion picture theaters, except drive-in","Manager",,,,,,,,,,,,,,,,"E1A6S5","-64.758580","46.097613"
1467,"235 route 772","Lord's cove","Lords Cove Church Of Christ","Jeff Clark","1 to 4",,"M","Services","5067472993","NB",,"Membership Organizations","8661","Religious organizations","Religious Leader",,,,,,,,,,,,,,,,"E5V1J1","-66.943768","45.005005"
1468,"Dover rd","Memramcook","A & M Contracting",,"1 to 4",,,"Construction","5068591293","NB","$1 to 2.5 million","Building Cnstrctn - General Contractors & Operativ","1521","Single-family housing construction",,,,,,,,,,,,,,,,,,\N,\N
1469,"229 churchill blvd","Saint john","Orthopaedics Plus","Paul Gaudet","1 to 4",,"M","Services","5066331312","NB","Less than $500,000","Health Services","8082","Home health care services","Owner",,,,,,,,,,,,,,,,"E2K3E2","-66.078495","45.285287"
1470,"111 ogden mill rd","Sackville","Ace Appraisal","Reginald Richard","1 to 4","5063641082","M","Services","5063641010","NB","Less than $500,000","Business Services","7389","Business services, nec","Owner",,,,,,,,,,,,,,,,"E4L3J1","-64.385551","45.917865"
1471,"440 wilsey rd","Fredericton","Fredericton Home Builders Assn","Bill Goss","1 to 4",,"M","Services","5064518297","NB",,"Membership Organizations","8611","Business associations","President",,,,,,,,,,,,,,,,"E3B6E9","-66.619970","45.919944"
1472,"39 king st, ste b5","Saint john","Bata Shoe Stores","Tammy Miller",,"5066636098",,"Retail Trade","5066939428","NB",,"Apparel and Accessory Stores","5661","Shoe stores","Manager",,,,,,,,,,,,,,,,"E2L4W3","-66.060982","45.273233"
1473,"2175 des pionniers ave","Balmoral","Framboises Mockler Raspberries",,"5 to 9",,,"Wholesale Trade","5068262171","NB","$2.5 to 5 million","Wholesale Trade - Nondurable Goods","5148","Fresh fruits and vegetables",,,,,,,,,,,,,,,,,"E8E1C3","-66.398608","47.971269"
1474,"636 centrale st","Memramcook","Sassy's Diner & Take Out","Paula Johnson","3",,,"Retail Trade","5067589886","NB","500000","Eating and Drinking Places","5812","Eating places","Owner",,,,,,,,,,,,,,,,"E4K3S8","-64.566199","45.972945"
